"SourceTextTitle","SourceTextCode","PageNumber","PageEventEnds","Location","LocationCode","CharactersPresent","NarrativeStatus","Date","Era","Body","characters_introduced","eventname","fade","importance","lab","mark","n","Remembered","s","style","x","y","First 8-10 words of event","Nid","OrderWithinPage","Chronological Order","Summary","Keywords","CharactersMentioned","Indeterminate Date Range","kw_actions","kw_aesthetics","kw_cultural_issues","kw_environment","kw_relationships","kw_themes_and_motifs"
"Absalom, Absalom!","AA","291","291","Fishing Camp|Hunting Camp","018","15340, 15469","Narrated","1866-01-01 to 1867-12-31","Reconstruction (1866-1889)","","","","","","","","","","","","","","and all remaining to look at him with unchanged regard","16195","291.01","389.00","<p>The narrative perspective shifts to Milly Jones', and the way she still looks at Sutpen ""as she would have looked at God"" (291).  [SOURCE: Quentin; Narrator]</p>","Perspective, Apotheosis, Faith","","0","","Narrative > Perspective","Religion > Apotheosis | Religion > God","","","Morals > Faith"
"Absalom, Absalom!","AA","290","291","Sutpen Plantation","017","15470, 15469","Narrated","1858-01-01 to 1866-01-31","Civil War (1861-1865)","","","","","","","","","","","","","","and (as during the long hot afternoon in the","16194","290.02","153.00","<p>On the road to the Sutpen place, Quentin has - and simultaneously remembers having the first time earlier that day - a vision of Sutpen, from the proud ""rider"" on the ""black stallion"" to the man who returned from the Civil War having lost everything but ""old age and breathing"" (290-91).  [SOURCE: Quentin; Narrator]</p>","Epiphany, Simultaneity, Greatness, Loss","","0","Emotional > Fear | Mental > Envisioning | Movement > Buggy","Genre Conventions > Gothic | Typography/Orthography > Italics","War > Civil War | War > Defeat","","","Animals > Horses | Arrivals/Departures > Return home | Memory > Remembering | Past > Past in present | Time > Simultaneity of time"
"Absalom, Absalom!","AA","290","290","Northwest Road|Jefferson to Memphis","496","15465, 15470","Remembered","1909-09-06","Turn of the Century (1890-1913)","","","","","","","","","","","","","","He could taste the dust.  Even now, with the chill","16193","290.01","508.50","<p>Quentin remembers the drive with Rosa out to Sutpen's.  Rosa notes that the estate is still, somehow, ""his and Ellen's and Ellen's descendants"" (290).  It seems unlikely that she includes Clytemnestra or Jim Bond in that group, so it's not clear whom she might be thinking of.  [SOURCE: Quentin; Narrator]</p>","Dust, Odor, Loss, Movement:Buggy, Descendants","15456, 15469","0","Movement > Buggy | Perceptual > Tasting","Figures of Speech > Breath | Genre Conventions > Gothic","","Atmospheric > Cold | Atmospheric > Dust | Olfactory > Old woman smell","Familial > Descendants",""
"Absalom, Absalom!","AA","289","290","Sutpen Plantation","017","15465, 15470","Told","1909-09-06","Turn of the Century (1890-1913)","","","","","","","","","","","","","","That after almost fifty years she couldn't reconcile","16192","289.01","507.50","<p>Shreve reminds Quentin of the journey he and Rosa made out to the Sutpen place, ""to finish up"" the story (289).  [SOURCE: Shreve]</p>","Past-in-Present, Exorcism","15469","0","","Narrative > Conjectural narration","","","","Past > Past in present"
"Absalom, Absalom!","AA","288","289","Harvard University","289","15470, 15458","Narrated","1910-01-14","Turn of the Century (1890-1913)","","","","","","","","","","","","","","At first, in bed in the dark, it seemed colder","16191","288.01","572.00","<p>Lying in their beds in the dark, Quentin and Shreve talk about ""the South"" (289).  [SOURCE: Narrator]</p>","Cold, South_vs_North, History, Legacy, Solicitude, Distress","15465, 15319, 15761, 15356","0","Bodily > Going to bed | Verbal > Conversation","Allusion, Geographical > Gettysburg | Allusion, Geographical > University of Mississippi | Allusion, Historical > Pickett's Charge | Allusion, Historical > Sherman, William Tecumseh","Class > Birthright | Cultural Identity > North vs South | Race | Region > The South | War > Civil War","Atmospheric > Cold | Atmospheric > Dark","Familial > Descendants | Friendship > College roommate","Absence/Loss > Military defeat | Character > Principle | Recurring Tropes > Glory | Supernatural > Ghost"
"Absalom, Absalom!","AA","286","287","Harvard University","289","15470, 15458","Narrated","1910-01-14","Turn of the Century (1890-1913)","","","","","","","","","","","","","","And your old man wouldn't know about that too:","16189","286.03","571.00","<p>Shreve interprets the meaning of Bon's substitution of the photographs in the metal case.  He calls Bon ""the black son of a bitch"" (286).  He and Quentin decide it's time to ""go to bed"" (287).  [SOURCE: Shreve; Narrator]</p>","Race, Interpretation, Moral, Satiation, Cold","15463, 15455, 15460, 15461","0","","Figures of Speech > Negation | Figures of Speech > People compared to animals | Interpretation | Typography/Orthography > Italics","Race > Miscegenation","Atmospheric > Cold","Friendship > College roommate","Objects > Photograph"
"Absalom, Absalom!","AA","286","286","Sutpen Plantation","017","15451, 15465, 15453, 15462","Told","1865-05-03","Civil War (1861-1865)","","","","","","","","","","","","","","and Judith and Clytie heard the shot, and maybe Wash","16188","286.02","363.00","<p>Shreve describes what happens at Sutpen's after Henry fires the shot, including Rosa's arrival in time to see Judith before ""the closed door"" holding the metal case with the picture of ""the octoroon and the kid"" (286).  [SOURCE: Shreve; Narrator]</p>","Sound, Doorway, Photograph","15466, 15455","0","Perceptual > Hearing | Physical > Carrying","Narrative > Conjectural narration","Crime > Murder","","Familial | Interracial > Marriage","Death > Corpse | Objects > Photograph | Recurring Tropes > Sound of a gunshot"
"Absalom, Absalom!","AA","286","286","Sutpen Plantation Gate","1106","15463, 15461","Told","1865-05-03","Civil War (1861-1865)","","","","","","","","","","","","","","""And he never slipped away,"" Shreve said.  ""He could have,","16187","286.01","358.00","<p>Shreve resumes telling the story, describing the last minutes of Bon's life.  His death is not narrated.  [SOURCE: Shreve; Narrator]</p>","Violence:Murder, Brother-Brother, Homecoming, Narrative_Gap","","0","Movement > Horse | Violent > Murder","Narrative > Conjectural narration | Narrative > Gaps","","","Familial > Brother-brother","Home > Homecoming | Objects > Gun"
"Absalom, Absalom!","AA","284","286","Carolina in the Civil War","1258","15463, 15461, 15468","Narrated","1865-04-02 to 1865-04-30","Civil War (1861-1865)","","","","","","","","","","","","","","Then it was dawn, or almost, and it was cold;","16186","284.01","357.00","<p>In the cold dawn, Bon tells Henry that ""it's the miscegenation, not the incest"" that Henry cannot accept, and that it's up to Henry to stop him from marrying Judith (285).  Henry notes that ""You are my brother""; Bon says, bitterly, that ""I'm the nigger that's going to sleep with your sister"" (286).  When Bon gives Henry his pistol to kill him ""now,"" Henry throws the gun away, but still says ""You shall not!"" (286).  [SOURCE: Bon-Henry-Quentin-Shreve]</p>","Family, Brother-Brother, Incest, Miscegenation","15462, 15469","0","Military > Retreat | Verbal > Conversation | Verbal > Ultimatum","Typography/Orthography > Italics","Race > Miscegenation | Sexuality > Incest | War > Defeat","Atmospheric > Cold | Time of Day > Dawn","Familial > Brother-brother","Objects > Gun | Recurring Tropes > Endurance"
"Absalom, Absalom!","AA","283","284","Carolina in the Civil War","1258","15470, 15458, 15461, 15450","Narrated","1865-04-01 to 1865-04-30","Civil War (1861-1865)","","","","","","","","","","","","","","Nor did Henry ever say that he did not remember","16185","283.01","355.00","<p>Henry leaves the tent where his father has just told him about Bon's ""negro"" heritage (283).  The opening, grammatically tortuous sentence of this passage - ""nor did Henry ever say that he did not remember"" - implies an omniscient narrator, but very ambiguously.  Henry thinks about the apparently futile military situation before thinking about ""what he would have to do"" if Bon went ahead with the plan to marry (284).  [SOURCE: Bon-Henry-Quentin-Shreve]</p>","Italics, Fatalism, Solitariness","15463, 15316, 15314, 15761, 15350","0","Movement > Walking","Allusion, Historical > Johnston, Joseph E. | Allusion, Historical > Sherman, William Tecumseh | Typography/Orthography > Italics","War > Civil War","Atmospheric > Dark","Familial > Brother-brother","Memory > Remembering | Recurring Tropes > Solitary"
"Absalom, Absalom!","AA","281","283","Carolina in the Civil War","1258","15470, 15458, 15461, 15469, 15449, 15450","Narrated","1865-04-01 to 1865-04-30","Civil War (1861-1865)","","","","","","","","","","","","","","The orderly does not return with him.  Instead, he walks","16184","281.01","356.00","<p>Sutpen and Henry are reunited in the bivouac; Henry assumes that his father has learned about the letter Bon wrote Judith, and the decision to marry.  Over Henry's resistance, Sutpen tells him that Bon ""must not marry"" Judith, because Sutpen knows ""that his mother was part negro"" (283).  (Sutpen also confirms that it was Henry, not Bon, who was ""hit at Shiloh,"" 282).  [SOURCE: Bon-Henry-Quentin-Shreve]</p>","Revelation, Italics, Race, Miscegenation","15463, 15451, 15462, 15454, 15429, 15430, 15350","0","Movement > Walking | Physical > Embrace / hugging","Allusion, Historical > Shiloh | Typography/Orthography > Italics","History > Battle of Shiloh|Pittsburg Landing | Race > Miscegenation | War > Civil War | War > Deprivation","Time of Day > Night","Familial > Father-son","Past > Past in present | Recurring Tropes > Reunion"
"Absalom, Absalom!","AA","280","281","Carolina in the Civil War","1258","15470, 15458, 15461, 15449, 15468, 15467","Narrated","1865-04-01 to 1865-04-30","Civil War (1861-1865)","","","","","","","","","","","","","","bivouac fires burning in a pine grove, the gaunt","16183","280.02","354.00","<p>""bivouac fires"" - the scene in the Harvard dorm room shifts, mid-sentence, into a scene at a Confederate camp, where an orderly brings a message to Henry.  According to the narrative, however, Quentin and Shreve are now ""in Carolina,"" ""forty-six years ago,"" merged with Bon and Henry (280). [SOURCE: Bon-Henry-Quentin-Shreve]</p>","Civil_War:Bivouac, Messenger, Italics, Privation","15350","0","Perceptual > Watching","Narrative > Communal narrative | Typography/Orthography > Italics","War > Bivouac fires | War > Civil War | War > Deprivation","Atmospheric > Dark","Familial > Father-son","Time > Simultaneity of time"
"Absalom, Absalom!","AA","280","280","Harvard University","289","15463, 15470, 15458, 15461","Narrated","1910-01-14","Turn of the Century (1890-1913)","","","","","","","","","","","","","","He ceased again.  It was just as well, since","16182","280.01","570.00","<p>The dorm room at Harvard becomes a bivouac in Carolina ""forty-six years ago,"" and Quentin and Shreve, ""both of them,"" become both Henry and Bon (280).  The way the narrative at this one moment brings together time and space and personality suggests something exceptional is about to be narrated.  [SOURCE: Narrator]</p>","Communion, Odor","","0","","","","Olfactory > Camp-fire smoke","","Past > Past in present | Story-telling | Time > Simultaneity of time"
"Absalom, Absalom!","AA","279","280","Sutpen Plantation","017","15451, 15465, 15470","Told","1909-09-06","Turn of the Century (1890-1913)","","","","","","","","","","","","","","""And so you and the old dame, the Aunt Rosa,","16180","279.02","510.00","<p>Shreve begins speaking again, shifting the narrative's time and place to the night in September, 1909, when Quentin and Rosa made the journey out to the Sutpen place - the ""inviolate and rotted mausoleum"" where Clytemnestra kept a secret for Sutpen.  [SOURCE: Shreve]</p>","Narrative_Shift, Journey, Haunted_House, Night, Secret, Photograph","15463, 15462, 15469","0","Emotional > Despair | Emotional > Fear | Emotional > Hate | Emotional > Terror | Verbal > Warning | Violent > Hitting","Narrative > Narrative shift","Race","Time of Day > Night","Familial > Father-daughter | Interracial > White-black","Death > Corpse | Objects > Photograph | Recurring Tropes > Mausoleum | Recurring Tropes > Secret | Story-telling > Retelling | Supernatural > Haunted house"
"Absalom, Absalom!","AA","279","279","Carolina in the Civil War","1258","15461, 15449","Narrated","1865-04-01 to 1865-04-30","Civil War (1861-1865)","","","","","","","","","","","","","","Then one night they had stopped again since Sherman","16179","279.01","353.00","<p>One night during the retreat through Carolina, Henry is summoned to the commander's tent.  [SOURCE: Bon-Henry-Quentin-Shreve]</p>","Messenger, Italics","15761, 15350","0","Communication > Messenger","Allusion, Historical > Sherman, William Tecumseh | Narrative > Conjectural narration | Typography/Orthography > Italics","War > Civil War","","Familial > Father-son",""
