"SourceTextTitle","SourceTextCode","PageNumber","PageEventEnds","Location","LocationCode","CharactersPresent","NarrativeStatus","Date","Era","Body","characters_introduced","eventname","fade","importance","lab","mark","n","Remembered","s","style","x","y","First 8-10 words of event","Nid","OrderWithinPage","Chronological Order","Summary","Keywords","CharactersMentioned","Indeterminate Date Range","kw_actions","kw_aesthetics","kw_cultural_issues","kw_environment","kw_relationships","kw_themes_and_motifs"
"The Town","T","33","34","Varner's Mill","1264","14028, 14080","Told","1909-01-01 to 1909-12-31","Turn of the Century (1890-1913)","","","","","","","","","","","","","","So Flem sent Eck to Uncle Billy Varner's saw mill","15438","33.02","30.00","<p>Gavin relates V.K. Ratliff's story of how Eck Snopes broke his neck as a result of the foolish bet that he and a Negro could load a ""tremendous cypress log"" onto the saw-carriage (33).</p>","Wagering, Foolish, Accident","14021, 14020","0","Play > Gambling | Work > Accident | Work > Sawmilling","Diction > Racist term | Figures of Speech > People compared to animals | Narrative > Collaborative narration | Narrative > Parentheses","Race > White savior","Place > Sawmill","","Body > Blood | Character > Fool|Foolishness"
"The Town","T","33","33","Jefferson Courthouse and Square","054","14028, 14001","Narrated","1930-01-01 to 1932-12-31","Turn of the Century (1890-1913)","","","","","","","","","","","","","","(You see, even his family - Flem - knew he was not","15436","33.01","402.00","<p>Gavin interrupts the story of Eck Snopes, as Ratliff is about to tell it, to address the reader directly as ""you"" - and to explain how Eck can't biologically have been ""a Snopes"" (33).</p>","Aesthetics: Parentical Address","","0","","Figures of Speech > Simile | Narrative > Commentary | Narrative > Parentheses","","","",""
"The Town","T","31","33","Flem Snopes' Bungalow","574","14001","Narrated","1909-01-01 to 1914-12-31","Turn of the Century (1890-1913)","","","","","","","","","","","","","","And even now we dont know whether or not that","15435","31.02","33.00","<p>Gavin sums up the story that Charles had narrated in the previous chapter, about Flem's thwarted attempt to make money from the brass fixtures in the power plant.</p>","Family, Loyalty, Upward Mobility","14043, 14044, 14031, 14029, 14004, 14028, 14078, 14076","0","Verbal > Gossip","Allusion, Historical > Caesar, Julius | Narrative > Conjectural narration | Narrative > First-person passim | Narrative > Indeterminacy | Narrative > Parentheses","Government > Audit","","","Absence/Loss > Money|Wealth"
"The Town","T","31","31","Flem Snopes' Bungalow","574","14001","Narrated","1912-09-01 to 1914-12-31","Turn of the Century (1890-1913)","<p>Do we need to add the unnamed Negro fireman?--LW</p>","","","","","","","","","","","","","He hadn't unpinned it yet.  So we all wondered","15434","31.01","67.00","<p>Gavin Stevens begins his narrative by summing up the two years after Flem resigned from the power plant job, during which ""we all wondered"" how Flem manages to support himself and his family (31).</p>","Speculation, Gossip","14043, 14044","0","Moral > Stealing","Narrative > Communal narrative","","Time of Year > Summer","","Money | Objects > Brass"
"The Town","T","30","30","Judge Stevens'|Gavin Stevens' Office","187","14004, 13994","Narrated","1912-09-01 to 1912-12-31","Turn of the Century (1890-1913)","","","","","","","","","","","","","","""Not even now?"" Uncle Gavin said to Ratliff.","15280","30.02","66.00","<p>Charles describes a conversation in which V.K. Ratliff tells Gavin Stevens that Flem Snopes hasn't ""caught"" his wife having an affair with Mayor de Spain yet because it's a piece of information that Snopes doesn't need to use just yet (30).</p>","Willful Ignorance, Adultery, Secret, Power","14031, 14002, 14001","0","Verbal > Questioning","Allusion, Geographical > Memphis, Tennessee | Figures of Speech > Simile","Sexuality > Prostitution","","Marital > Adultery",""
"The Town","T","30","30","Jefferson Water Tower","101","14001","Narrated","1912-09-01 to 1912-12-31","Turn of the Century (1890-1913)","<p>How do I add the italics?--LW</p>","","","","","","","","","","","","","Though by the time the water in the tank would","15279","30.01","65.00","<p>Flem Snopes retires as superintendent of the power plant, which gives him plenty of time to stare at the water tower and contemplate what comes next.  Charles calls the water tower Flem's ""monument,"" before deciding it is more accurately his ""footprint"" (30).</p>","Reflection, Monument, Aesthetics: Italics","14031","0","Bodily > Looking | Work > Quitting job","Figures of Speech > Metaphor | Figures of Speech > Military analogy | Figures of Speech > Monument | Narrative > Self-correction | Typography/Orthography > Italics","","Domestic Space > Gallery | Time of Day > Daytime","",""
"The Town","T","29","30","Jefferson Power Plant","575","14043, 14044, 14001","Narrated","1912-06-10 to 1912-09-30","Turn of the Century (1890-1913)","","","","","","","","","","","","","","it was nearing daylight now and soon Tom Tom","15278","29.03","64.00","<p>When Flem Snopes asks Tomey's Turl if he found the brass hidden at Tom Tom's cabin, he replies, ""We put it where you said you wanted it"" (30) - turning Flem's scheming back on himself.</p>","Foiled Plans, Misjudgment","","0","Emotional > Vengeful | Physical > Hiding | Verbal > Questioning","Figures of Speech > Metaphor","","Place > Power Plant | Time of Day > Daybreak","Interracial > Boss-employee",""
"The Town","T","29","29","Jefferson Power Plant","575","14043, 13993","Narrated","1912-06-09 to 1912-09-30","Turn of the Century (1890-1913)","","","","","","","","","","","","","","""Move it where?"" Gowan said.  Only he said","15277","29.02","63.00","<p>Gowan initially asks Turl where they stored the brass, but decides to ""let Mr Snopes himself ask that"" (29).</p>","Rhetorical Question","14001","0","Verbal > Questioning","","","","",""
"The Town","T","29","29","Tom-Tom's Cabin","572","14043, 14045, 14044","Narrated","1912-06-09 to 1912-09-30","Turn of the Century (1890-1913)","","","","","","","","","","","","","","Turl told that:  how he and Tom Tom went back to the house","15276","29.01","61.50","<p>Charles relays what Turl ""told,"" about how he, Tom Tom Bird, and his wife haul away the brass that Tom Tom held for Flem (29).</p>","Teamwork, Cooperation, Common Enemy","","0","Movement > Wagon","Narrative > Collaborative narration","","","Marital > Husband-wife","Animals > Mules | Objects > Brass"
"The Town","T","28","29","Woods and Ditch Near Tom-Tom's Cabin","573","14043, 14044, 14029, 13993","Narrated","1912-06-09 to 1912-09-30","Turn of the Century (1890-1913)","","","","","","","","","","","","","","The first thing Gowan wanted to know was,","15275","28.02","61.00","<p>Charles recounts Gowan's account of what Turl said, about how, after landing at the bottom of the ditch, he and Tom Tom talk together, and with the ""holp"" of Mr. Harker realize that Flem Snopes is their true enemy (29).</p>","Problem Solving, Discussion, Common Enemy, Relationships: Racial: Black Solidarity","14001, 13994","0","Interaction, Private > Rivalry | Verbal > Discussion","Diction > African American vernacular dialect","","Place > Ditch","Marital > Adultery",""
"The Town","T","28","28","Woods and Ditch Near Tom-Tom's Cabin","573","14043, 14044","Told","1912-06-08 to 1912-09-30","Turn of the Century (1890-1913)","","","","","","","","","","","","","","""Tom Tom a big buck man,"" Turl said.","15274","28.01","60.00","<p>Turl takes over the narration from Harker, describing how he ""toted"" Tom Tom in flight through the woods. Together they fall into the deep ditch that ""looked a solid mile across"" (28).</p>","Accidental Fall, Adultery, Retribution, Aesthetics: Narrative: Black Voice","","0","Bodily > Falling | Movement > Running away | Physical > Carrying","Diction > African American vernacular dialect | Figures of Speech > People compared to animals | Genre Conventions > Comedy","","Atmospheric > Moonlit | Time of Day > Night","","Objects > knife"
"The Town","T","23","24","Jefferson Power Plant","575","14043, 14029, 14001, 13993","Narrated","1912-06-01 to 1912-09-30","Turn of the Century (1890-1913)","<p>CUT: In an ostensible effort to retrieve the missing brass, Flem Snopes sends Tomey's Turl to search for it at Tom Tom's house. Turl, who has been having an affair with Tom Tom's wife, arrives to find ""Tom Tom lying fully dressed beneath the quilt with a naked butcher knife"" (27).</p>","","","","","","","","","","","","","Only by the next summer Gowan was","15219","23.01","55.50","<p>Charles repeats what Gowan saw and heard ""from Turl at first hand"" about how Flem continues to pit the power plant's Negro firemen against each other as part of his scheme to embezzle the brass (23).</p>","Scheming, Relationships: Racial: Employer-Employee","14044, 14073","0","Moral > Scheming","Diction > African American vernacular dialect | Figures of Speech > Hyperbole | Figures of Speech > People compared to animals | Narrative > Collaborative narration","Crime > Theft|Robbery","Place > Power Plant","Commercial > Rivalry | Interracial > Boss-employee","Objects > Brass | Values > Truth/Lies"
"The Town","T","22","23","Jefferson Power Plant","575","14043, 14044, 14029, 14001, 14071, 14072","Told","1912-01-01 to 1912-01-10","Turn of the Century (1890-1913)","","","","","","","","","","","","","","Though he - Mr Harker - did tell what came next,","15218","22.01","53.00","<p>Charles repeats Harker's story of how the missing brass is finally discovered during an audit.  As superintendent, Flem is forced to pay the value of the missing brass, $218.52.</p>","Audit, Debt","","0","Bodily > Chewing | Economic > Accounting | Economic > Paying","Figures of Speech > Simile | Narrative > Reported narration","Government > Audit","Place > Power Plant","","Objects > Brass | Objects > Eyeglasses | Objects > Tobacco"
"The Town","T","19","21","Jefferson Power Plant","575","14043, 14044, 14029, 14001","Narrated","1911-02-01 to 1911-12-31","Turn of the Century (1890-1913)","","","","","","","","","","","","","","And now there was some of it which Mr Harker","15217","19.01","42.70","<p>In a intricately nested narrative, Charles retells the story about Flem's scheming to steal the brass from the power plant by pitting the two black firemen against each other - as Tom Tom told it to Gavin who told it to Harker who told it to Gowan who, implicitly, told it to Charles.</p>","Theft, Adultery, Deceit, Relationships: Racial: Boss-Employee, Aesthetics: Retold Narrative, Cultural Issues: Race: Constructing Blackness","14029, 13994","0","Bodily > Smoking | Moral > Deception | Moral > Stealing","Figures of Speech > People compared to animals | Narrative > Collaborative narration | Narrative > Conjectural narration | Narrative > Imagined conversation | Narrative > Parentheses","Race > Division","Place > Power Plant","Interracial > Boss-employee","Objects > Brass | Objects > Magnet | Objects > Pipe | Objects > Tobacco"
"The Town","T","17","19","Jefferson Power Plant","575","14043, 14044, 14029, 14001","Narrated","1911-01-01 to 1911-12-31","Turn of the Century (1890-1913)","","","","","","","","","","","","","","According to Mr Harker, it began last year.","15216","17.02","42.00","<p>Charles tells the first part the story of the missing brass at the power plant as Mr. Harker originally told it to Gowan Stevens.</p>","Theft, Danger, Unsafe Work Conditions","14030","0","Bodily > Smoking","Narrative > Collaborative narration | Narrative > Parentheses | Style > Unfinished sentence","Crime > Theft|Robbery | Labor > Industrial","Place > Power Plant | Time of Day > Afternoon | Time of Day > Night","Commercial > Boss-underling","Objects > Brass | Objects > Pipe | Objects > Tobacco"
"The Town","T","16","17","Jefferson Power Plant","575","14043, 14044, 14030, 14029, 14001","Narrated","1909-01-01 to 1910-12-31","Turn of the Century (1890-1913)","","","","","","","","","","","","","","Then we learned that the town - the mayor,","15215","16.01","34.00","<p>Charles states that the mayor or the alderman appointed Flem the superintendent of the power plant before going on to describe the way the plant had been operated for years by its nightime engineer and its two Negro firemen.</p>","Job Creation, Shock, Night Shift, Gossip","14045, 14031, 13993, 14307","0","","Description > Character portrait","","Place > Power Plant","Commercial > Boss-underling","Recurring Tropes > Gossip"
"The Town","T","15","16","Jefferson Courthouse and Square","054","14031, 14004, 14002, 14001, 13994","Narrated","1908-09-01 to 1909-12-31","Turn of the Century (1890-1913)","","","","","","","","","","","","","","So when we first saw Mrs Snopes walking in the Square","15214","15.01","18.10","<p>Charles describes again the town's first glimpse of Eula, then goes on to add how the town and Gavin treat the inevitability of her affair with De Spain as ""a fate of which both she and Mayor de Spain were victims"" (15).</p>","Adultery, Fate, Lust","","0","Verbal > Gossip","Allusion, Mythical > Fate | Narrative > Communal narrative","Sexuality > Attractiveness | Sexuality > Female","Public > Town Square","Sexual > Adultery","Community > Secrecy | Recurring Tropes > Gossip | Recurring Tropes > Open secret"
"The Town","T","14","15","Jefferson Livery Stable","040","14031, 14307","Narrated","1904-06-03 to 1904-12-31","Turn of the Century (1890-1913)","","","","","","","","","","","","","","He - De Spain - did even more than that.","15203","14.01","12.20","<p>Charles says that when Manfred de Spain converted the ""livery stable his father had left him"" to the town's ""first garage and automobile agency,"" the ""motor age"" has reached Jefferson (14).</p>","Motor Age, Progress","14033","0","","","Materialism > Status | Progress > New replacing old","Place > Livery stable","","Animals > Horses | Objects > Car"
"The Town","T","13","14","Jefferson Courthouse and Square","054","14030, 14031, 14307","Narrated","1904-06-01 to 1904-12-31","Turn of the Century (1890-1913)","","","","","","","","","","","","","","In June De Spain was elected mayor.  It was a landslide","15197","13.01","11.00","<p>Charles describes how Manfred de Spain taps into Jefferson's youth vote, and they ""displaced the old dug-in aldermen and themselves rode into office as the city fathers on Manfred de Spain's coat-tails or anyway axe"" (14).  The ""new age"" has ""entered Jefferson"" (13).</p>","Modernity, Automobile, Aesthetics: Allusion: Medieval Europe","14035, 14037, 14153, 13994","0","Emotional > Laughing","Allusion, Geographical > Chicago | Allusion, Historical > Crusades | Allusion, Historical > De Bouillon, Godfrey | Allusion, Historical > Richard I of England | Allusion, Historical > Tancred | Narrative > Self-correction | Tone > Humorous","Age > Youth | Class > Ambition | Class > Middle | Nationality > American | Politics > City government | Politics > Election | Progress > Cars | Progress > Ironies of | Progress > New replacing old","Time of Year > June","Intergenerational > Conflict","Community > Social life"
"The Town","T","12","13","Jefferson Post Office","442","14035, 14037, 14031","Narrated","1904-01-02 to 1904-05-31","Turn of the Century (1890-1913)","<p>Do we need to add Caesar?</p>","","","","","","","","","","","","","That was De Spain's chance. It was more than just his.","15196","12.01","10.00","<p>Charles reports how the incident with Sartoris' carriage and Buffaloe's primitive automobile led to Manfred de Spain's election as mayor.  When the incumbent Mayor spreads rumors about his war wound, De Spain offers to duel the Mayor's son with axes.</p>","Politics, Reputation, Aesthetics:Allusion:Classical Caesar, Dueling","14030, 14040","0","Interaction, Social > Civic dispute | Verbal > Gossip","Allusion, Geographical > Cuba | Allusion, Historical > Caesar, Julius","Politics > Election | Progress > Historical","Public > Post office | Time of Day > Morning","Intergenerational > Conflict | Social > Adversarial","Community > Crowd | Objects > Ax | Recurring Tropes > Gossip | Recurring Tropes > Scandal"
"The Town","T","11","12","Jefferson Courthouse and Square","054","14030, 14153, 14038","Narrated","1904-01-01 to 1904-05-31","Turn of the Century (1890-1913)","<p>Do we need to add the unnamed driver and the unnamed electrician?--LW<br />
TMT:  Mr. Buffaloe, the electrician, is there in the list; and the Unnamed Sartoris Driver is, too, but likely appeared after LW did her entry.  It's fixed now.</p>","","","","","","","","","","","","","So we were wondering just what axe Lieutenant de Spain","15195","11.02","9.00","<p>Chick describes how Mr. Buffaloe's car collides with Colonel Sartoris's surrey and the ensuing ban of automobiles in town.</p>","Automobile, Wreck, Horses, Modernity Clashing with Tradition","14307","0","Movement > Car","Figures of Speech > Metaphor | Recurring Episodes > Jefferson's first car","Law > Regulation | Modernity > Changing customs | Politics > City government | Progress > Cars","Public > Town Square | Time of Day > Afternoon","","Animals > Horses | Objects > Car | Objects > Surrey"
"The Town","T","10","11","Cuba","992","14031","Narrated","1898-06-20 to 1898-08-10","Turn of the Century (1890-1913)","","","","","","","","","","","","","","and De Spain himself was a West Pointer who","15194","10.02","4.50","<p>Charles introduces Mayor de Spain as ""a West Pointer who had gone to Cuba as a second lieutenant"" (10).  There are several theories about the origin of the ""wound"" he had when he returned to Jefferson (11).  (Historically, white soldiers in the American Army were deployed in Cuba from late June until early August, 1898.)</p>","War: Spanish-American, Interpretation","14036, 14035, 14030, 14033, 13993","0","Play > Gambling","Allusion, Geographical > Cuba","Education > West Point | Politics > Election | War > Spanish American War | War > Wound","","","Arrivals/Departures > Return home | Body > Scar"
"The Town","T","9","10","Jefferson Power Plant","575","14030, 14029, 14002, 14001","Narrated","1909-01-01 to 1909-12-31","Turn of the Century (1890-1913)","","","","","","","","","","","","","","And now Flem and his wife lived in a small rented house","15193","9.03","25.00","<p>Charles discloses that after leaving the restuarant, Flem becomes superintendent of the town's power plant - much to the ""shock"" of the people of the town (9).</p>","Job creation, Upward Mobility, Shock, Lust","14002","0","Economic > Renting | Emotional > Outrage | Emotional > Surprise","","Progress > Country to city","Place > Power Plant","","Recurring Tropes > Upward mobility"
"The Town","T","9","9","Jefferson Side-Street Restaurant","824","14028, 14001","Narrated","1911-01-01 to 1911-12-31","Turn of the Century (1890-1913)","<p>If we add that Snopes group, they would be characters here as well.  I just picked the Square as the most likely location because it didn't seem like it was on a back street or alley--LW<br />
TMT:  Good choice for the Location.  I added ""Snopeses"" as Characters so we can data-fy the anonymous ones.<br />
SR: The Snopes in this passage is identified as Eck, p33.</p>","","","","","","","","","","","","","Because in six months Snopes had not only eliminated","15192","9.02","42.20","<p>Charles sums up the way that, within a year of Flem's arrival in Jefferson, the Snopes family is ""moving up""  in town as they had previously moved into Frenchman's Bend (9).</p>","Upward Mobility, Familial Expansion, Snopesism","14017","0","Mental > Speculation | Work > Restauranteer","Figures of Speech > Scientific","Class > Snopesism","","","Recurring Tropes > Upward mobility"
"The Town","T","7","8","Judge Stevens'|Gavin Stevens' Office","187","14004, 13994","Narrated","1908-09-01 to 1908-12-31","Turn of the Century (1890-1913)","","","","","","","","","","","","","","""No, no,"" Uncle Gavin said. ""You were not one of the","15191","7.03","22.10","<p>Charles relates the exchange between his Gavin and Ratliff about how Flem came to acquire Ratliff's share in the Jefferson restaurant.</p>","Audience Interruption,","14001, 17778, 14020","0","Verbal > Questioning | Verbal > Rumor","Recurring Episodes > Recurring event, intertextual","History > Civil War as point of reference","","","Money > In prospect | Objects > Shotgun"
"The Town","T","7","7","Mrs. Littlejohn's Lot","487","14002, 14001, 14026","Narrated","1908-05-01 to 1908-06-15","Turn of the Century (1890-1913)","","","","","","","","","","","","","","""And the horses,"" Uncle Gavin said. Because we did know","15190","7.02","16.00","<p>Chick retells Gavin Stevens's account of Flem and Eula's return from Texas with a string of ""uncommonly wild"" unbroken plains ponies (7).</p>","Wild Ponies","13994","0","","Recurring Episodes > Recurring event, intertextual","","","","Animals > Wild horses | Arrivals/Departures > Arrival | Arrivals/Departures > Return home"
"The Town","T","6","7","Frenchman's Bend","056","14002, 14001, 14003","Narrated","1907-01-01 to 1907-12-31","Turn of the Century (1890-1913)","","","","","","","","","","","","","","That was what he found this time.  One day,","15189","6.04","14.00","<p>Chick describes how, on the same day that three of Eula's old suitors left for Texas ""by night"" (7), Flem Snopes and Eula Varner marry.  A month later they leave for Texas themselves.</p>","Marriage, Texas","14004, 13994, 14021, 14020","0","","Narrative > Collaborative narration | Recurring Episodes > Recurring event, intertextual","Law > Wedding license","","Marital > Elopement | Romantic > Multiple","Arrivals/Departures > Mysterious | Recurring Tropes > Going to Texas"
"The Town","T","6","6","Jefferson Courthouse and Square","054","13992, 14002, 13994","Narrated","1924-01-01 to 1927-04-20","The Twenties (1920-1929)","","","","","","","","","","","","","","Because I saw her too and I knew what it was too,","15188","6.03","181.00","<p>Charles recalls the awe he felt the first time he understood the power of Eula's sexuality, which was when he was ""eleven and twelve and thirteen"" (4).</p>","Beauty, Awe, Myth, Age: Puberty, Sexuality","","0","Emotional > Lust","Allusion, Mythical > Juno | Figures of Speech > Negation | Narrative > Parentheses | Style > Character portrait","Age > Adolescence","","","Recurring Tropes > Sexual power"
"The Town","T","6","6","Frenchman's Bend","056","14018, 14002, 14003","Narrated","1908-09-01 to 1908-12-31","Turn of the Century (1890-1913)","","","","","","","","","","","","","","and five years after that, which was the year","15187","6.02","20.00","<p>By the time Flem moves to Jefferson, Charles notes, the Snopes family has actually grown to outnumber the Varner family in Frenchman's Bend.  Flem marries Will Varner's ""only daughter and youngest child,"" Eula (6).</p>","Familial Expansion, Marriage, Upward Mobility","14020","0","","Recurring Episodes > Flem and Eula marry","Class > Respectability | Class > Snopesism","","Marital > Father in law-son in law | Marital > Wedding","Character > Ambitious | Recurring Tropes > Upward mobility"
"The Town","T","6","6","Frenchman's Bend Blacksmith","820","16254","Narrated","1902-01-01 to 1903-12-31","Turn of the Century (1890-1913)","<p>I don't think we need to have an unnamed blacksmith, but do we need to add a character group for ""Unnamed Snopeses""? I checked ""None"" for characters present because I couldn't find an appropriate group.--LW<br />
TMT:  In editing, I added ""Snopes, Blacksmith"" to try to make him tangible.  If Steve doesn't think this is right, he'll delete it.</p>","","","","","","","","","","","","","and in two years more still another","15186","6.01","8.00","<p>Charles notes the rising numbers of Snopeses in Frenchman's Bend.</p>","Familial Expansion
Snopesism","14020","0","Economic > Blacksmithing","","","","Familial > Extended family",""
"The Town","T","5","6","Varner's Store","021","14024, 14018, 14001","Narrated","1900-01-01 to 1901-12-31","Turn of the Century (1890-1913)","","","","","","","","","","","","","","Because in another year old Ab had moved","15185","5.05","7.00","<p>Chick describes how Ab moves into Frenchman's Bend to live with Flem the winter after Flem starts clerking in Varner's store.</p>","Cultural Issues: Upward Mobility","","0","","","","","Familial > Father-son","Arrivals/Departures > Mysterious | Recurring Tropes > Upward mobility"
"The Town","T","5","5","Varner's Store","021","14001, 14020","Narrated","1899-12-01 to 1901-03-31","Turn of the Century (1890-1913)","","","","","","","","","","","","","","because that winter Flem was the clerk in","15184","5.04","6.00","<p>Speculating, probably facetiously, on what valuable ""buried"" thing the Snopeses found on the ""poor"" and ""wornout"" farm they rented from the Varners to enable them to give up sharecropping, the narrative describes how Flem became a clerk in the Varner store (5).</p>","Buried Treasure, Upward Mobility","","0","Verbal > Speculation | Work > Store clerk","","","Time of Year > Winter","Hierarchical > Employer-employee",""
"The Town","T","5","5","Varner Sharecropper Cabin","864","14018, 14001, 14021, 14020","Narrated","1898-01-01 to 1899-12-31","Turn of the Century (1890-1913)","","","","","","","","","","","","","","Which was evidently wrong too, since","15182","5.02","4.40","<p>Charles amends another detail in his narrative, citing what Ratliff told Gavin to suggest that Ab probably wasn't hung as a horsethief during the Civil War because much later - ""about ten years ago"" (5) - he rented a farm from Will Varner.</p>","Sharecropping, Family, Mistaken History, Narrative Revision","","0","","Narrative > Collaborative narration | Narrative > Delayed revelation | Narrative > Parentheses | Narrative > Self-correction","Economy > Tenantry|Share-cropping","Place > Farm","Familial > Father-son | Hierarchical > Landlord-tenant","Arrivals/Departures > Mysterious"
"The Town","T","5","5","Jefferson Courthouse and Square","054","14018, 14023","Narrated","1864-01-01 to 1864-12-31","Civil War (1861-1865)","","","","","","","","","","","","","","No, that's wrong:  there had been a Snopes","15181","5.01","2.00","<p>Charles corrects his statement about the ""first"" Snopes in Jefferson when he remembers an earlier one, a thief who stole horses during the Civil War from both Union and Confederate forces (5).  This novel says he was hanged, but in earlier texts he was just shot and not killed.</p>","Civil War, Horse Thief, Myth, Narrative Revision","14019","0","Military > Riding","Narrative > Self-correction | Recurring Episodes > Ab's war wound","Crime > Penalty for | Crime > Theft|Robbery | History > Civil War as point of reference | War > Confederate Army | War > Mercenary","","","Death > Execution"
"The Town","T","4","4","Jefferson Side-Street Restaurant","824","14004, 14002, 14001, 14003, 13994","Narrated","1908-07-01 to 1908-08-31","Turn of the Century (1890-1913)","","","","","","","","","","","","","","One day one summer he drove up","15180","4.01","17.10","<p>Flem Snopes' invasion of Jefferson begins on a side street, where starts working in the cafe he owns half of and sets up a tent to live in.</p>","Movement-Wagon, Snopes Watching, Alarm","13996, 14017","0","Movement > Wagon | Work > Restauranteer","Description > Eyes | Figures of Speech > People compared to animals | Narrative > Parentheses | Recurring Episodes > Flem reaches Jefferson","Clothes > Apron","Time of Year > Summer","Commercial > Business partners | Commercial > Employer-employee | Familial > Parents-children","Animals > Mules | Arrivals/Departures > Arrival | Character > Ambitious | Objects > Car"
"""By the People""","BP","134","134","Minton|Cumberland County","1071","14831","Narrated","1941-01-01 to 1941-12-31","Midcentury (1941-)","","","","","","","","","","","","","","His name was Devries.  In 1941 he was a","15044","134.01","15.00","<p>The narrator begins Devries' story just before the U.S. enters World War II.</p>","Military:National_Guard","","0","Interaction, Social > Leadership | Military > Training","Description > Character portrait","","","",""
"The Town","T","3","3","Washington D.C.","215","13997, 13993, 13998","Narrated","1912-01-01 to 1912-12-31","Turn of the Century (1890-1913)","","","","","","","","","","","","","","They lived in Washington, where his father worked","15003","3.02","51.00","<p>Charles Mallison explains how Gowan came to Jefferson and so could ""see and remember"" what happened before he, Charles, was born (3).</p>","Oral History, Inherited Past, Extended Family, Storytelling","","0","Verbal > Explaining","","Global > Exoticism | Global > Travel","","Commercial > Employer-employee | Familial > Parents-children | Familial > Surrogate",""
"""By the People""","BP","139","139","Judge Stevens'|Gavin Stevens' Office","187","14816","Narrated","1954-05-08 to 1954-06-30","Midcentury (1941-)","","","","","","","","","","","","","","Then Ratliff was gone, and now I looked at","14984","139.01","44.00","<p>At the end, the narrator teases ""Uncle Gavin"" for being wrong about what the older generation could still achieve, but adds the moral that in ""the United States of America - the greatest country in the world,"" it is finally up to all of  ""us"" to ""fix things"" (139).</p>","Old_vs_Young, America, Aesthetics:Moral","14814, 14820, 14900","0","Communication > Writing | Verbal > Teasing","","Politics > Democracy","","Familial > Father-son | Familial > Surrogate | Familial > Uncle-nephew",""
"""By the People""","BP","138","139","Judge Stevens'|Gavin Stevens' Office","187","14815, 14814, 14816","Narrated","1954-05-08 to 1954-06-30","Midcentury (1941-)","","","","","","","","","","","","","","Now Uncle Gavin was looking at Ratliff.  He had","14983","138.07","43.00","<p>Ratliff's story ends with Stevens trying, unsuccessfully, to get him to admit his own role in the events, and with Ratliff inviting the narrator, whom he addresses as ""Major,"" to hunt geese with him ""when the season opens"" (139).</p>","Interpretation, Disguise, Aesthetics:Allusion:Classical, Hunting:Geese","14831, 14817, 14930, 14823, 14832","0","Interaction, Private > Interrogation | Perceptual > Ambiguity | Verbal > Questioning","Allusion, Historical > Cincinnatus","Politics > Demagoguery | War > Korean War","","","Animals > Geese | Character > Unknowable"
"""By the People""","BP","138","138","Varner's Mill","1264","14814, 14930, 14900, 14832","Told","1954-05-01 to 1954-06-30","Midcentury (1941-)","","","","","","","","","","","","","","""It was Uncle Billy his-self that that low-minded rascal","14982","138.06","34.00","<p>Ratliff explains why Varner decides to take Snopes out of politics.</p>","Image, Power","14817","0","Emotional > Embarrassment","","Class > Power","Place > Yoknapatawpha Beat","","Character > Reputation"
"""By the People""","BP","138","138","Judge Stevens'|Gavin Stevens' Office","187","14815, 14814, 14816","Narrated","1954-05-08 to 1954-06-30","Midcentury (1941-)","","","","","","","","","","","","","","""But he could have beat that,"" Uncle Gavin said.","14981","138.05","42.00","<p>Stevens still wonders what happened, and Ratliff brings up ""Uncle Billy Varner""'s name (138).</p>","Mystery, Ku Klux Klan, Communication","14817, 14832","0","Mental > Misunderstanding | Verbal > Questioning","","Class > Snopesism | Race > Ku Klux Klan","","","Character > Scoundrel | Story-telling > Explaining"
"""By the People""","BP","138","138","Varner's Mill","1264","14930","Told","1954-05-01 to 1954-06-30","Midcentury (1941-)","","","","","","","","","","","","","","""Anyway, somebody made a trade that if Senator Snopes","14980","138.04","33.00","<p>Ratliff describes the deal that was made to get Snopes to withdraw from the race.</p>","Scheming, Fiction","14817, 14900","0","Verbal > Negotiation | Verbal > Withholding","","Group Mentality > Community collective","","","Memory > Collective memory"
"""By the People""","BP","138","138","Judge Stevens'|Gavin Stevens' Office","187","14815, 14814, 14816","Narrated","1954-05-08 to 1954-06-30","Midcentury (1941-)","","","","","","","","","","","","","","""So that was why he withdrew,"" Uncle Gavin said.","14979","138.03","41.00","<p>After listening to Ratliff's story, Stevens still has a question.  Ratliff begins his answer by referring again to the ""low-minded soundrel"" he is trying to hide behind (138).</p>","Mystery, Invention","14817, 14930, 14900","0","Interaction, Private > Conversation | Verbal > Questioning","","","","","Story-telling > Explaining"
"""By the People""","BP","138","138","Clarence Snopes' House","1088","14817, 23300","Told","1954-05-01 to 1954-06-30","Midcentury (1941-)","","","","","","","","","","","","","","and druv Senator Snopes home, finally outdistancing","14976","138.02","32.00","<p>Ratliff tells how Clarence Snopes took refuge at home.</p>","Home, Refuge, Humiliation","","0","Emotional > Embarrassment | Movement > Car","","","","","Animals > Dogs"
